district_id,district_name,state_name,state_code,year,source_name,source_year,area_sq_km,coastal_district,population_total,population_male,population_female,rural_population,urban_population,rural_population_pct,urban_population_pct,population_density,population_growth_rate_pct,sex_ratio,child_sex_ratio_0_6,children_0_6_pop,households_total,avg_household_size,sc_population,sc_population_pct,st_population,st_population_pct,literacy_rate_pct,male_literacy_rate_pct,female_literacy_rate_pct,literate_population,illiterate_population,sanitation_coverage_pct,hh_with_latrine,hh_without_latrine,hh_with_flush_latrine,hh_with_pit_latrine,open_defecation_free,swachh_bharat_toilets_built,drinking_water_coverage_pct,hh_tap_water,hh_well_water,hh_other_water_source,hh_water_within_premises,hh_treated_water_pct,piped_water_urban_pct,piped_water_rural_pct,jjm_fhtc_connections,fluoride_affected_habitations,arsenic_affected_habitations,nitrate_affected_habitations,iron_affected_habitations,total_wq_affected_habitations,habitations_safe_water,water_quality_issue_count,water_testing_labs_count,water_samples_tested,water_samples_failed_pct,sub_centres_count,phc_count,chc_count,subdivisional_hospitals,district_hospitals,mobile_medical_units,total_govt_health_facilities,govt_hospital_beds,govt_doctors_count,govt_nurses_count,asha_workers,anganwadi_centres,health_facility_count,infant_mortality_rate,under5_mortality_rate,maternal_mortality_ratio,stunting_pct,wasting_pct,anemia_women_pct,institutional_delivery_pct,full_immunization_pct,antenatal_care_pct,poverty_rate_pct,bpl_households,bpl_household_pct,electricity_access_pct,avg_monthly_income_inr,flood_risk,drought_risk,cyclone_risk,vulnerability_score_raw,risk_tier,population_at_risk,waterborne_disease_index,public_health_risk_score
TN_VIRU_2023,Virudhunagar,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,4283,0,2200994,1099685,1101309,1355276,845718,61.58,38.42,513.89,1.15,1001.5,954.2,210099,492694,4.47,458333,20.82,54399,2.47,77.19,84.58,70.44,1698945,502049,89.95,443201,49493,314295,79626,0,34099,90.16,288730,83782,120182,326313,75.45,99,67.62,182710,8,3,3,18,32,251,32,2,932,6.91,369,54,16,2,1,6,442,1338,362,755,1355,1950,442,17.0,19.3,59.7,18.39,14.23,59.55,100.0,89.24,87.95,5.79,28536,5.79,100.0,19747,MEDIUM,HIGH,LOW,20.962,HIGH,46137236,0.1774,10.6334
TN_VIRU_2023,Virudhunagar,Tamil Nadu,TN,2023,JJM_2023,2023,4283,0,2205159,1080952,1124207,1357840,847319,61.58,38.42,514.86,0.98,1040.0,968.7,234858,515006,4.28,340043,15.42,84619,3.84,74.1,77.28,69.43,1633965,571194,87.11,448635,66371,317747,75136,0,43508,84.53,270315,83778,160913,323685,58.49,97.21,63.4,263326,8,0,18,20,46,141,46,4,1681,8.02,358,49,13,3,1,2,424,1219,470,686,1357,2043,424,12.6,15.6,76.1,26.22,12.84,38.51,88.3,96.25,94.71,5.32,27373,5.32,91.55,17052,LOW,HIGH,LOW,20.679,HIGH,45600482,0.2294,10.4628
TN_VIRU_2013,Virudhunagar,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,4283,0,2010451,1004976,1005475,1237948,772503,61.58,38.42,469.4,1.18,1000.5,935.1,188888,524517,3.83,557768,27.74,69695,3.47,74.43,81.74,68.66,1496378,514073,75.55,396254,128263,323477,116168,0,0,81.75,336341,73126,115050,319351,55.66,94.01,61.31,0,0,1,3,10,14,286,14,4,1568,4.45,335,46,13,1,1,2,396,952,217,402,1237,2032,396,20.7,27.7,59.3,36.34,10.9,45.9,93.42,92.86,93.64,6.85,35930,6.85,88.37,26734,MEDIUM,HIGH,LOW,26.035,HIGH,52342091,0.2061,13.2011
TN_NAMA_2011,Namakkal,Tamil Nadu,TN,2011,Census2011,2011,3363,0,1713704,864764,848940,783326,930378,45.71,54.29,509.58,0.94,981.7,946.9,159227,432963,3.96,286869,16.74,24231,1.41,73.43,79.86,66.67,1258324,455380,91.94,398055,34908,287862,47930,0,0,79.74,253351,66004,113608,247063,58.05,91.7,59.81,0,31,0,3,0,34,217,34,1,1725,4.2,183,28,7,4,1,1,223,1154,327,636,783,1382,223,36.8,48.3,104.1,34.96,11.27,41.12,97.58,83.1,82.71,6.83,29590,6.83,92.33,14402,MEDIUM,LOW,LOW,28.585,HIGH,48986228,0.2578,14.5652
TN_NAMA_2016,Namakkal,Tamil Nadu,TN,2016,RHS2016,2016,3363,0,1827821,915039,912782,835489,992332,45.71,54.29,543.51,1.43,997.5,940.7,161853,451718,4.05,380275,20.8,50669,2.77,71.9,75.93,65.97,1314168,513653,86.91,392595,59123,256870,61872,0,0,77.24,221023,83138,147557,270055,64.82,88.83,57.93,0,3,3,6,6,18,137,18,6,206,3.88,191,30,7,4,1,5,233,929,244,377,835,1830,233,18.3,20.5,47.7,21.82,10.79,40.42,88.35,90.02,92.03,6.2,27996,6.2,92.31,25274,MEDIUM,LOW,LOW,24.581,HIGH,44929668,0.1981,12.4543
TN_NAMA_2018,Namakkal,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,3363,0,1856414,943305,913109,848558,1007856,45.71,54.29,552.01,1.12,968.0,930.5,175344,467960,3.97,243399,13.11,35953,1.94,77.32,82.08,71.77,1435361,421053,84.22,394105,73855,322146,100459,0,69524,72.68,227413,73739,166808,250151,80.11,83.58,54.51,0,16,0,2,0,18,214,18,5,1191,4.26,214,27,6,4,1,2,252,707,194,283,848,1994,252,30.9,38.8,53.5,18.83,11.13,45.31,98.02,87.3,89.59,5.82,27254,5.82,99.89,12066,MEDIUM,LOW,LOW,27.513,HIGH,51075518,0.2487,13.9863
TN_NAMA_2016,Namakkal,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,3363,0,1864587,945579,919008,852294,1012293,45.71,54.29,554.44,1.46,971.9,935.9,166412,437536,4.26,372270,19.97,41428,2.22,75.76,82.16,71.14,1412599,451988,93.0,406899,30637,259168,86111,0,0,76.46,246267,63154,128115,298081,43.13,87.93,57.35,0,40,0,4,20,64,189,64,4,790,3.29,239,31,7,2,1,3,280,938,255,383,852,1711,280,19.6,22.7,88.5,30.54,20.01,40.95,98.02,88.9,88.44,6.3,27580,6.3,91.82,17180,MEDIUM,MEDIUM,LOW,26.922,HIGH,50198411,0.3034,13.6328
TN_NAMA_2021,Namakkal,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,3363,0,1958286,964394,993892,895124,1063162,45.71,54.29,582.3,0.98,1030.6,952.2,166753,472803,4.14,345365,17.64,101254,5.17,71.71,76.22,69.29,1404370,553916,94.7,447725,25078,322361,101035,0,20954,94.77,334412,112199,26192,399559,53.8,99,71.08,179679,35,1,1,8,45,71,45,4,396,4.77,204,32,6,3,1,2,246,863,209,403,895,1912,246,20.3,28.2,42.4,20.23,13.62,45.46,96.59,93.26,91.39,4.66,22009,4.66,96.86,48699,LOW,MEDIUM,LOW,18.817,HIGH,36849067,0.1892,9.5678
TN_NAMA_2022,Namakkal,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,3363,0,1970447,983977,986470,900682,1069765,45.71,54.29,585.92,1.3,1002.5,959.6,192345,480670,4.1,365796,18.56,22430,1.14,75.63,78.9,72.6,1490249,480198,99.0,475863,4807,282303,118054,1,3934,89.0,316138,116810,47722,325342,46.18,99,66.75,154171,15,2,2,19,38,181,38,2,816,14.56,252,33,10,4,1,2,300,1151,279,484,900,2143,300,20.6,23.0,37.1,31.3,17.8,46.0,89.16,85.5,89.87,4.67,22468,4.67,94.64,45375,MEDIUM,LOW,LOW,20.328,HIGH,40055246,0.1818,10.3253
TN_NAMA_2011,Namakkal,Tamil Nadu,TN,2011,CensusHH2011,2011,3363,0,1734537,856885,877652,792849,941688,45.71,54.29,515.77,1.32,1024.2,934.3,155398,450880,3.85,452339,26.08,62427,3.6,71.15,76.24,67.03,1234202,500335,83.81,377900,72980,211016,72336,0,0,72.81,222066,74895,153919,290598,63.21,83.73,54.61,0,19,3,7,5,34,255,34,1,1388,8.06,188,24,5,4,1,6,222,856,226,508,792,1835,222,34.0,44.1,67.8,32.83,16.56,49.43,86.93,89.02,92.95,7.53,33967,7.53,90.92,22877,LOW,MEDIUM,LOW,29.355,HIGH,50917333,0.2962,14.9418
TN_NAMA_2023,Namakkal,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,3363,0,1938420,984991,953429,886043,1052377,45.71,54.29,576.4,1.25,968.0,963.2,191975,433267,4.47,456867,23.57,46222,2.38,78.92,82.25,76.77,1529739,408681,97.31,421612,11655,324583,61699,1,10211,94.48,276650,89965,66652,344377,59.97,99,70.86,152141,24,0,2,20,46,72,46,3,1756,6.63,222,31,7,4,1,6,265,1082,248,689,886,2149,265,28.5,35.4,103.2,26.52,12.16,55.0,96.62,93.64,97.81,4.17,18057,4.17,99.18,46602,LOW,LOW,LOW,18.517,HIGH,35893723,0.2043,9.4583
TN_NAMA_2023,Namakkal,Tamil Nadu,TN,2023,JJM_2023,2023,3363,0,1943380,986489,956891,888310,1055070,45.71,54.29,577.87,1.42,970.0,943.6,187579,450930,4.31,535850,27.57,109060,5.61,72.2,78.61,65.41,1403160,540220,96.04,433053,17877,332794,89049,1,12775,84.17,279915,90449,80566,294103,45.37,96.8,63.13,171971,40,0,2,10,52,55,52,5,921,9.13,234,38,7,2,1,2,282,916,310,408,888,2254,282,19.5,24.6,90.3,16.12,10.29,61.04,89.64,80.5,84.03,4.0,18055,4.0,91.56,46849,LOW,LOW,LOW,20.598,HIGH,40029741,0.2388,10.4476
TN_NAMA_2013,Namakkal,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,3363,0,1763102,885975,877127,805906,957196,45.71,54.29,524.26,1.1,990.0,960.3,179967,399634,4.41,247452,14.04,63228,3.59,70.49,78.05,68.18,1242751,520351,87.99,351623,48011,245456,91820,0,0,73.1,200155,45138,154341,252487,63.19,84.07,54.83,0,18,2,6,11,37,60,37,5,1639,18.7,181,22,6,2,1,5,212,872,233,426,805,1979,212,34.6,44.1,121.3,37.1,17.84,38.77,90.16,80.01,78.47,7.04,28116,7.04,87.15,10862,MEDIUM,LOW,LOW,31.183,HIGH,54978809,0.2936,15.8542
TN_THEN_2011,Theni,Tamil Nadu,TN,2011,Census2011,2011,3242,0,1254897,638224,616673,784472,470425,62.51,37.49,387.07,1.04,966.2,959.9,124690,283832,4.42,176581,14.07,57934,4.62,70.11,77.55,64.14,879803,375094,71.97,204275,79557,147162,60912,0,0,75.0,135720,52264,95848,182284,35.74,86.25,56.25,0,7,0,29,1,37,49,37,6,711,18.25,181,27,5,1,1,5,215,727,186,376,784,1042,215,25.4,29.0,87.8,35.94,21.79,46.83,85.29,84.17,80.43,8.66,24580,8.66,88.05,12334,LOW,HIGH,LOW,30.506,HIGH,38281887,0.3065,15.4807
TN_THEN_2016,Theni,Tamil Nadu,TN,2016,RHS2016,2016,3242,0,1293532,642876,650656,808624,484908,62.51,37.49,398.99,0.99,1012.1,969.1,119428,303742,4.26,215743,16.68,52137,4.03,73.84,80.34,68.59,955202,338330,68.74,208784,94958,143252,25648,0,0,73.38,136526,57666,109550,178079,59.95,84.39,55.03,0,11,1,14,9,35,138,35,1,753,7.56,231,39,9,3,1,3,283,1030,394,429,808,1233,283,29.0,37.3,66.0,20.57,11.65,61.42,88.42,92.58,95.85,7.95,24148,7.95,92.1,13036,LOW,HIGH,LOW,30.944,HIGH,40027054,0.3233,15.7127
TN_THEN_2018,Theni,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,3242,0,1335505,670683,664822,834862,500643,62.51,37.49,411.94,1.06,991.3,968.4,148085,322060,4.15,242455,18.15,16320,1.22,72.25,77.59,65.29,964926,370579,69.27,223102,98958,138650,62812,0,73767,77.25,140081,52500,129479,201093,69.13,88.83,57.94,0,11,0,29,19,59,214,59,3,375,21.98,209,26,5,2,1,1,243,872,214,359,834,1480,243,29.1,39.0,82.5,34.95,21.19,44.9,100.0,89.03,86.99,7.96,25620,7.96,96.91,30822,LOW,HIGH,LOW,32.391,HIGH,43258342,0.3685,16.4365
TN_THEN_2016,Theni,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,3242,0,1293263,640792,652471,808455,484808,62.51,37.49,398.91,1.29,1018.2,937.4,119646,324278,3.99,290318,22.45,62824,4.86,70.44,75.97,66.24,910975,382288,70.33,228069,96209,147150,48049,0,0,79.76,196300,82637,45341,203997,46.4,91.72,59.82,0,0,3,0,14,17,72,17,6,730,21.51,206,31,6,2,1,4,246,779,181,379,808,1042,246,34.5,42.5,64.4,32.23,13.11,49.88,88.37,80.66,84.11,9.21,29850,9.21,95.22,36901,MEDIUM,HIGH,LOW,32.995,HIGH,42671212,0.2641,16.7811
TN_THEN_2021,Theni,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,3242,0,1394412,684509,709903,871686,522726,62.51,37.49,430.11,1.25,1037.1,956.3,123091,351743,3.96,280430,20.11,21835,1.57,71.92,75.67,66.1,1002796,391616,86.8,305325,46418,227394,88860,0,45300,90.89,242094,91495,18154,228345,84.62,99,68.16,135017,13,2,4,0,19,144,19,5,1490,12.96,220,36,9,3,1,4,269,921,284,514,871,1348,269,14.3,18.3,43.0,19.23,13.76,55.18,99.61,95.45,97.78,7.9,27803,7.9,100.0,45347,LOW,HIGH,LOW,19.583,HIGH,27306770,0.1442,9.95
TN_THEN_2022,Theni,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,3242,0,1408638,691681,716957,880579,528059,62.51,37.49,434.5,1.26,1036.5,961.8,141896,341022,4.13,268433,19.06,33045,2.35,77.65,82.36,75.06,1093847,314791,87.77,299298,41724,201293,60160,0,29225,86.77,180739,89820,70463,228567,59.71,99,65.08,177477,14,2,23,3,42,215,42,2,568,19.53,206,32,6,4,1,3,249,1106,416,593,880,1135,249,21.2,24.7,92.0,19.3,19.93,61.68,100.0,84.54,80.75,8.08,27546,8.08,98.42,23772,LOW,HIGH,LOW,22.608,HIGH,31846487,0.2289,11.5023
TN_THEN_2011,Theni,Tamil Nadu,TN,2011,CensusHH2011,2011,3242,0,1245713,633572,612141,778731,466982,62.51,37.49,384.24,1.21,966.2,936.1,110609,288359,4.32,156277,12.55,39328,3.16,74.39,77.43,69.42,926652,319061,76.23,219824,68535,165345,41921,0,0,73.99,163575,71198,53586,187924,51.02,85.08,55.49,0,11,1,12,17,41,100,41,2,1241,16.45,192,35,7,3,1,5,238,839,316,346,778,1135,238,36.9,50.7,102.3,32.81,15.23,56.18,93.9,90.4,93.13,9.93,28619,9.92,91.99,13574,LOW,HIGH,LOW,32.65,HIGH,40672529,0.335,16.6292
TN_THEN_2023,Theni,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,3242,0,1421610,697961,723649,888689,532921,62.51,37.49,438.5,1.48,1036.8,951.6,143235,341538,4.16,286193,20.13,80181,5.64,73.83,80.83,71.8,1049608,372002,88.75,303107,38431,242410,31873,0,27634,93.24,251064,50439,40035,283111,82.09,99,69.93,138407,6,3,16,8,33,194,33,6,1111,12.42,217,40,11,1,1,3,270,944,221,527,888,1609,270,30.2,42.2,87.5,32.89,18.0,41.38,91.52,97.41,95.36,7.58,25903,7.58,91.8,18284,LOW,HIGH,LOW,22.845,HIGH,32476680,0.2014,11.6661
TN_THEN_2023,Theni,Tamil Nadu,TN,2023,JJM_2023,2023,3242,0,1433727,726748,706979,896263,537464,62.51,37.49,442.24,1.02,972.8,948.8,140459,348746,4.11,232391,16.21,76310,5.32,79.0,84.42,76.06,1132636,301091,92.5,322595,26151,225499,40762,0,22642,85.17,189625,49249,109872,255038,39.44,97.94,63.88,132328,2,2,5,16,25,140,25,6,1734,6.28,214,33,7,1,1,6,256,881,326,399,896,1396,256,21.5,24.8,72.9,31.15,17.51,60.78,98.66,84.96,84.87,7.26,25333,7.26,100.0,38991,MEDIUM,HIGH,LOW,22.379,HIGH,32085376,0.1809,11.3814
TN_THEN_2013,Theni,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,3242,0,1283523,629922,653601,802367,481156,62.51,37.49,395.9,0.92,1037.6,940.7,132718,299777,4.28,283612,22.1,27898,2.17,72.3,76.37,66.04,927929,355594,72.26,216628,83149,145726,46022,0,0,82.96,191367,79120,29290,217613,51.16,95.41,62.22,0,15,3,25,20,63,117,63,6,850,10.22,205,30,8,2,1,1,246,920,307,477,802,1442,246,18.9,26.2,100.5,24.35,14.78,41.07,98.0,93.44,92.69,9.79,29353,9.79,93.11,15967,LOW,HIGH,LOW,29.816,HIGH,38269521,0.3284,15.1108
TN_SIVA_2011,Sivaganga,Tamil Nadu,TN,2011,Census2011,2011,4189,0,1338223,661589,676634,981734,356489,73.36,26.64,319.46,1.41,1022.7,960.2,115580,315218,4.25,256432,19.16,28190,2.11,75.74,81.37,71.23,1013597,324626,72.31,227937,87281,179478,24721,0,0,81.05,147567,87800,79851,210053,49.15,93.21,60.79,0,4,0,30,0,34,251,34,1,671,14.63,244,46,10,3,1,5,304,1158,396,568,981,1438,304,37.7,50.9,84.7,32.36,13.48,41.87,88.36,83.68,79.02,10.21,32174,10.21,88.24,25997,MEDIUM,HIGH,LOW,34.009,HIGH,45511626,0.3043,17.3159
TN_SIVA_2016,Sivaganga,Tamil Nadu,TN,2016,RHS2016,2016,4189,0,1437109,715043,722066,1054278,382831,73.36,26.64,343.07,1.13,1009.8,969.7,157433,352187,4.08,374021,26.03,76309,5.31,70.91,77.55,64.15,1019034,418075,72.04,253711,98476,197592,61630,0,0,80.22,207140,43518,101529,239736,57.61,92.26,60.17,0,4,0,23,18,45,237,45,5,250,9.95,260,46,10,3,1,3,320,1062,342,542,1054,1283,320,15.7,21.8,88.2,24.03,15.15,43.33,91.41,82.85,81.55,8.66,30515,8.66,95.73,27970,LOW,HIGH,LOW,27.802,HIGH,39954504,0.2865,14.0748
TN_SIVA_2018,Sivaganga,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,4189,0,1459767,724991,734776,1070900,388867,73.36,26.64,348.48,1.45,1013.5,947.0,166814,334289,4.37,197451,13.53,26951,1.85,77.06,80.45,74.43,1124943,334824,71.91,240393,93896,133198,49037,0,64910,75.27,147280,68766,118243,199961,44.87,86.56,56.45,0,7,0,24,15,46,98,46,1,279,19.71,266,44,11,2,1,1,324,1178,277,666,1070,1456,324,17.1,21.7,77.7,25.9,21.51,43.66,93.34,87.94,89.2,8.81,29453,8.81,97.14,29237,LOW,HIGH,LOW,28.071,HIGH,40977119,0.3098,14.2186
TN_SIVA_2016,Sivaganga,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,4189,0,1398893,709916,688977,1026242,372651,73.36,26.64,333.94,1.32,970.5,938.0,119294,341801,4.09,194184,13.88,83635,5.98,75.61,79.07,71.31,1057641,341252,75.29,257325,84476,148840,57896,0,0,75.5,162732,84620,94449,209742,64.72,86.83,56.63,0,5,1,9,16,31,224,31,1,917,14.73,231,31,6,3,1,5,272,1036,354,566,1026,1613,272,29.9,41.9,114.6,19.78,18.58,49.37,89.9,80.76,79.21,9.04,30900,9.04,98.93,10840,MEDIUM,HIGH,LOW,31.88,HIGH,44596708,0.2915,16.1967
TN_SIVA_2021,Sivaganga,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,4189,0,1481242,734227,747015,1086654,394588,73.36,26.64,353.6,0.95,1017.4,968.8,144843,333759,4.44,350597,23.67,42013,2.84,76.95,80.63,70.91,1139801,341441,94.69,316038,17721,214154,61418,0,13341,90.77,215217,57717,60825,247975,73.0,99,68.08,116240,3,1,8,5,17,130,17,4,972,17.48,289,54,11,4,1,3,359,1391,313,621,1086,1603,359,24.5,33.7,50.7,15.05,12.78,43.19,100.0,91.91,90.46,7.38,24629,7.38,95.73,45004,MEDIUM,HIGH,LOW,21.318,HIGH,31577116,0.1426,10.8692
TN_SIVA_2022,Sivaganga,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,4189,0,1504651,739632,765019,1103828,400823,73.36,26.64,359.19,1.2,1034.3,930.5,137550,356234,4.22,220549,14.66,62726,4.17,73.58,77.94,68.34,1107084,397567,86.14,306871,49363,227852,55132,0,48797,89.21,209874,91848,54512,238379,70.21,99,66.91,123520,3,3,20,11,37,88,37,1,1371,18.47,223,29,6,3,1,6,262,1066,250,440,1103,1723,262,14.7,17.8,103.0,34.61,12.35,46.66,90.81,91.71,95.99,7.55,26908,7.55,100.0,53009,LOW,HIGH,LOW,21.096,HIGH,31742117,0.1976,10.7052
TN_SIVA_2011,Sivaganga,Tamil Nadu,TN,2011,CensusHH2011,2011,4189,0,1346082,672779,673303,987500,358582,73.36,26.64,321.34,1.02,1000.8,960.5,149749,325816,4.13,323185,24.01,67804,5.04,69.63,73.37,66.3,937260,408822,67.93,221324,104492,133187,24102,0,0,82.31,157760,79708,88348,234424,65.43,94.65,61.73,0,4,0,13,3,20,74,20,6,1235,10.19,253,36,11,1,1,5,302,787,248,362,987,1418,302,35.8,49.0,67.7,37.73,18.67,46.79,82.24,88.95,92.38,9.93,32357,9.93,92.84,30586,MEDIUM,HIGH,LOW,34.107,HIGH,45910818,0.2716,17.3517
TN_SIVA_2023,Sivaganga,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,4189,0,1520245,761963,758282,1115267,404978,73.36,26.64,362.91,1.11,995.2,944.5,150485,391573,3.88,385803,25.38,21746,1.43,78.54,85.4,73.93,1194015,326230,85.55,334999,56574,267613,79531,0,40052,95.27,222191,62403,106979,284815,82.48,99,71.45,176009,0,1,25,0,26,109,26,2,1301,13.37,304,49,15,2,1,3,371,1210,387,643,1115,1820,371,16.3,19.3,73.4,22.68,20.02,44.55,91.39,100.0,99.34,7.21,28247,7.21,96.34,40427,MEDIUM,HIGH,LOW,20.749,HIGH,31543563,0.1539,10.5373
TN_SIVA_2023,Sivaganga,Tamil Nadu,TN,2023,JJM_2023,2023,4189,0,1542968,764963,778005,1131937,411031,73.36,26.64,368.34,1.25,1017.0,947.4,175982,381967,4.04,321335,20.83,72761,4.72,73.71,78.71,67.54,1137373,405595,90.14,344317,37650,215464,60132,0,28797,86.36,199414,66685,115868,291712,68.93,99,64.77,131010,5,3,4,14,26,204,26,2,1762,20.7,267,43,11,1,1,3,323,1017,239,674,1131,1806,323,19.3,23.1,79.6,16.4,20.96,45.35,95.94,83.71,79.79,6.73,25721,6.73,100.0,31340,LOW,HIGH,LOW,20.447,HIGH,31549066,0.1802,10.3979
TN_SIVA_2013,Sivaganga,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,4189,0,1358486,681348,677138,996599,361887,73.36,26.64,324.3,1.31,993.8,958.0,122156,322286,4.22,199183,14.66,34001,2.5,74.11,81.67,68.76,1006733,351753,73.71,237549,84737,189897,57307,0,0,78.26,198725,66487,57074,183601,73.15,90.0,58.7,0,10,0,2,9,21,261,21,1,993,4.57,217,29,7,2,1,4,256,781,183,433,996,1501,256,16.8,19.6,66.2,19.2,12.94,54.43,97.38,83.66,79.99,9.65,31114,9.65,90.29,29745,LOW,HIGH,LOW,26.053,HIGH,35392635,0.2316,13.2162
TN_RAMA_2011,Ramanathapuram,Tamil Nadu,TN,2011,Census2011,2011,4175,1,1371319,691977,679342,659048,712271,48.06,51.94,328.46,1.21,981.7,934.3,132764,334695,4.1,180280,13.15,47194,3.44,74.76,81.79,71.02,1025131,346188,88.91,297586,37109,229082,68794,0,0,74.96,176157,76162,82376,194145,55.22,86.21,56.22,0,10,8,0,19,37,196,37,1,529,8.38,179,28,8,2,1,2,218,776,250,487,659,1412,218,24.4,28.2,66.3,24.22,18.1,49.54,86.44,95.06,93.9,11.51,38528,11.51,89.88,18912,HIGH,HIGH,HIGH,32.698,HIGH,44839388,0.2622,16.5999
TN_RAMA_2016,Ramanathapuram,Tamil Nadu,TN,2016,RHS2016,2016,4175,1,1434444,730416,704028,689385,745059,48.06,51.94,343.58,1.26,963.9,944.8,155121,351476,4.08,241664,16.85,32895,2.29,74.98,80.11,69.6,1075532,358912,89.09,313145,38331,244268,32788,0,0,81.3,189334,64171,97971,227094,48.36,93.5,60.98,0,10,8,5,3,26,255,26,3,930,10.34,148,18,4,4,1,6,175,752,171,340,689,1403,175,19.2,24.1,91.1,33.94,15.22,49.15,85.18,95.23,93.2,11.2,39373,11.2,88.55,11511,HIGH,HIGH,HIGH,29.073,HIGH,41703590,0.2003,14.755
TN_RAMA_2018,Ramanathapuram,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,4175,1,1444938,729170,715768,694428,750510,48.06,51.94,346.09,1.21,981.6,964.2,139994,346351,4.17,213904,14.8,53100,3.67,71.67,75.89,65.68,1035589,409349,84.25,291791,54560,193244,56777,0,49575,77.93,208685,59130,78536,213659,56.85,89.62,58.45,0,7,8,9,14,38,52,38,6,1610,17.57,142,23,7,1,1,4,174,745,222,489,694,1315,174,33.4,39.3,90.0,33.56,20.04,48.4,87.48,81.82,83.54,10.31,35715,10.31,92.34,31965,HIGH,HIGH,HIGH,35.009,HIGH,50585834,0.2859,17.7932
TN_RAMA_2016,Ramanathapuram,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,4175,1,1458763,734580,724183,701073,757690,48.06,51.94,349.4,1.14,985.8,956.4,141814,365524,3.99,179420,12.3,44807,3.07,71.3,77.15,68.9,1040058,418705,85.54,312669,52855,217605,92859,0,0,79.08,229509,61753,74262,215139,39.15,90.94,59.31,0,0,5,3,2,10,226,10,6,1284,9.38,158,21,4,4,1,5,188,965,269,488,701,1337,188,25.8,31.0,69.0,32.95,11.82,58.5,92.98,88.18,86.33,10.49,38337,10.49,92.29,31444,HIGH,HIGH,HIGH,30.669,HIGH,44738802,0.1916,15.5825
TN_RAMA_2021,Ramanathapuram,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,4175,1,1487943,747687,740256,715096,772847,48.06,51.94,356.39,1.04,990.1,946.2,142171,379895,3.92,281288,18.9,88966,5.98,71.52,78.31,68.09,1064189,423754,99.0,376096,3799,311168,49416,1,3597,90.71,231813,67868,80214,304713,55.0,99,68.03,51430,4,6,9,3,22,82,22,3,1762,11.28,168,29,5,3,1,2,206,935,291,544,715,1292,206,30.8,36.5,92.8,27.61,17.97,54.48,97.76,92.36,96.43,10.31,39150,10.31,96.36,27520,HIGH,HIGH,HIGH,27.617,HIGH,41092521,0.1585,14.0827
TN_RAMA_2022,Ramanathapuram,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,4175,1,1542114,785683,756431,741131,800983,48.06,51.94,369.37,1.49,962.8,961.9,160522,377302,4.09,337754,21.9,26105,1.69,76.08,83.94,71.57,1173169,368945,99.0,373528,3774,217896,82475,1,2878,91.25,252388,116753,8161,263394,81.01,99,68.44,70362,7,2,9,20,38,162,38,4,1678,21.25,159,20,6,4,1,5,190,962,297,405,741,1237,190,14.4,19.8,102.1,21.15,13.52,59.47,91.02,89.08,84.41,9.47,35741,9.47,97.64,40246,HIGH,HIGH,HIGH,23.774,HIGH,36662218,0.16,12.0615
TN_RAMA_2011,Ramanathapuram,Tamil Nadu,TN,2011,CensusHH2011,2011,4175,1,1373880,700556,673324,660278,713602,48.06,51.94,329.07,1.03,961.1,933.9,119680,311995,4.4,256550,18.67,31601,2.3,74.58,80.79,72.21,1024593,349287,84.0,262068,49927,214832,51972,0,0,81.02,179921,64922,67152,178144,47.24,93.17,60.77,0,15,0,4,12,31,261,31,3,901,7.91,184,25,8,4,1,6,222,1219,363,750,660,1343,222,19.2,22.6,116.9,33.07,11.34,42.05,89.02,82.14,85.01,13.32,41544,13.32,94.25,24789,HIGH,HIGH,HIGH,31.923,HIGH,43858371,0.2266,16.2014
