alert_id,district_id,alert_date,alert_type,severity,status
ALT000757,D013,2023-09-17,OUTBREAK,HIGH,RESOLVED
ALT000758,D013,2023-09-16,OUTBREAK,HIGH,RESOLVED
ALT000759,D013,2023-09-05,OUTBREAK,HIGH,RESOLVED
ALT000760,D013,2023-09-07,OUTBREAK,HIGH,RESOLVED
ALT000761,D013,2023-09-21,OUTBREAK,HIGH,RESOLVED
ALT000762,D013,2023-10-13,OUTBREAK,HIGH,RESOLVED
ALT000763,D013,2023-10-27,OUTBREAK,HIGH,RESOLVED
ALT000764,D013,2023-10-22,OUTBREAK,HIGH,RESOLVED
ALT000765,D013,2023-10-06,OUTBREAK,HIGH,RESOLVED
ALT000766,D013,2023-11-02,WATERBORNE,HIGH,RESOLVED
ALT000767,D013,2023-11-26,WATERBORNE,HIGH,RESOLVED
ALT000768,D013,2023-11-19,WATERBORNE,HIGH,RESOLVED
ALT000769,D013,2023-12-20,HEALTH_RISK,MEDIUM,RESOLVED
ALT000770,D013,2023-12-19,HEALTH_RISK,MEDIUM,RESOLVED
ALT000771,D013,2023-12-24,HEALTH_RISK,MEDIUM,RESOLVED
ALT000772,D013,2024-01-12,WATERBORNE,MEDIUM,RESOLVED
ALT000773,D013,2024-01-17,WATERBORNE,MEDIUM,RESOLVED
ALT000774,D013,2024-02-12,HEALTH_RISK,MEDIUM,RESOLVED
ALT000775,D013,2024-03-04,WATERBORNE,MEDIUM,RESOLVED
ALT000776,D013,2024-04-07,WATERBORNE,MEDIUM,RESOLVED
ALT000777,D013,2024-04-06,WATERBORNE,MEDIUM,RESOLVED
ALT000778,D013,2024-04-17,WATERBORNE,MEDIUM,RESOLVED
ALT000779,D013,2024-05-19,HEALTH_RISK,MEDIUM,RESOLVED
ALT000780,D013,2024-05-15,HEALTH_RISK,MEDIUM,RESOLVED
ALT000781,D013,2024-06-11,WATERBORNE,HIGH,RESOLVED
ALT000782,D013,2024-06-02,WATERBORNE,HIGH,RESOLVED
ALT000783,D013,2024-06-23,WATERBORNE,HIGH,RESOLVED
ALT000784,D013,2024-07-13,OUTBREAK,HIGH,RESOLVED
ALT000785,D013,2024-07-16,OUTBREAK,HIGH,RESOLVED
ALT000786,D013,2024-07-12,OUTBREAK,HIGH,RESOLVED
ALT000787,D013,2024-07-26,OUTBREAK,HIGH,RESOLVED
ALT000788,D013,2024-07-23,OUTBREAK,HIGH,RESOLVED
ALT000789,D013,2024-07-03,OUTBREAK,HIGH,RESOLVED
ALT000790,D013,2024-08-19,WATERBORNE,HIGH,RESOLVED
ALT000791,D013,2024-08-14,WATERBORNE,HIGH,RESOLVED
ALT000792,D013,2024-08-04,WATERBORNE,HIGH,RESOLVED
ALT000793,D013,2024-08-24,WATERBORNE,HIGH,RESOLVED
ALT000794,D013,2024-09-25,OUTBREAK,HIGH,RESOLVED
ALT000795,D013,2024-09-25,OUTBREAK,HIGH,RESOLVED
ALT000796,D013,2024-09-07,OUTBREAK,HIGH,RESOLVED
ALT000797,D013,2024-09-08,OUTBREAK,HIGH,RESOLVED
ALT000798,D013,2024-09-23,OUTBREAK,HIGH,RESOLVED
ALT000799,D013,2024-09-09,OUTBREAK,HIGH,RESOLVED
ALT000800,D013,2024-10-19,OUTBREAK,HIGH,RESOLVED
ALT000801,D013,2024-10-24,OUTBREAK,HIGH,RESOLVED
ALT000802,D013,2024-10-28,OUTBREAK,HIGH,RESOLVED
ALT000803,D013,2024-11-05,OUTBREAK,HIGH,RESOLVED
ALT000804,D013,2024-11-01,OUTBREAK,HIGH,RESOLVED
ALT000805,D013,2024-11-15,OUTBREAK,HIGH,RESOLVED
ALT000806,D013,2024-11-25,OUTBREAK,HIGH,RESOLVED
ALT000807,D013,2024-12-27,WATERBORNE,MEDIUM,RESOLVED
ALT000808,D013,2024-12-07,WATERBORNE,MEDIUM,RESOLVED
ALT000809,D013,2025-01-09,WATERBORNE,MEDIUM,ACTIVE
ALT000810,D013,2025-02-19,HEALTH_RISK,MEDIUM,ACTIVE
ALT000811,D013,2025-02-02,HEALTH_RISK,MEDIUM,RESOLVED
ALT000812,D013,2025-02-02,HEALTH_RISK,MEDIUM,ACTIVE
ALT000813,D013,2025-03-18,WATERBORNE,MEDIUM,ACTIVE
ALT000814,D014,2023-06-02,OUTBREAK,HIGH,RESOLVED
ALT000815,D014,2023-06-05,OUTBREAK,HIGH,RESOLVED
ALT000816,D014,2023-06-05,OUTBREAK,HIGH,RESOLVED
ALT000817,D014,2023-06-04,OUTBREAK,HIGH,RESOLVED
ALT000818,D014,2023-06-11,OUTBREAK,HIGH,RESOLVED
ALT000819,D014,2023-07-08,WATERBORNE,HIGH,RESOLVED
ALT000820,D014,2023-07-08,WATERBORNE,HIGH,RESOLVED
ALT000821,D014,2023-07-18,WATERBORNE,HIGH,RESOLVED
ALT000822,D014,2023-07-22,WATERBORNE,HIGH,RESOLVED
ALT000823,D014,2023-07-09,WATERBORNE,HIGH,RESOLVED
ALT000824,D014,2023-08-25,WATERBORNE,HIGH,RESOLVED
ALT000825,D014,2023-08-21,WATERBORNE,HIGH,RESOLVED
ALT000826,D014,2023-08-05,WATERBORNE,HIGH,RESOLVED
ALT000827,D014,2023-09-22,OUTBREAK,HIGH,RESOLVED
ALT000828,D014,2023-09-03,OUTBREAK,HIGH,RESOLVED
ALT000829,D014,2023-09-07,OUTBREAK,HIGH,RESOLVED
ALT000830,D014,2023-09-28,OUTBREAK,HIGH,RESOLVED
ALT000831,D014,2023-09-05,OUTBREAK,HIGH,RESOLVED
ALT000832,D014,2023-09-08,OUTBREAK,HIGH,RESOLVED
ALT000833,D014,2023-10-16,HEALTH_RISK,MEDIUM,RESOLVED
ALT000834,D014,2023-11-12,WATERBORNE,HIGH,RESOLVED
ALT000835,D014,2023-11-26,WATERBORNE,HIGH,RESOLVED
ALT000836,D014,2023-11-18,WATERBORNE,HIGH,RESOLVED
ALT000837,D014,2023-12-16,WATERBORNE,MEDIUM,RESOLVED
ALT000838,D014,2023-12-25,WATERBORNE,MEDIUM,RESOLVED
ALT000839,D014,2024-01-08,HEALTH_RISK,LOW,RESOLVED
ALT000840,D014,2024-05-17,HEALTH_RISK,LOW,RESOLVED
ALT000841,D014,2024-06-03,WATERBORNE,HIGH,RESOLVED
ALT000842,D014,2024-06-06,WATERBORNE,HIGH,RESOLVED
ALT000843,D014,2024-06-22,WATERBORNE,HIGH,RESOLVED
ALT000844,D014,2024-07-20,WATERBORNE,HIGH,RESOLVED
ALT000845,D014,2024-07-05,WATERBORNE,HIGH,RESOLVED
ALT000846,D014,2024-07-27,WATERBORNE,HIGH,RESOLVED
ALT000847,D014,2024-08-25,OUTBREAK,HIGH,RESOLVED
ALT000848,D014,2024-08-28,OUTBREAK,HIGH,RESOLVED
ALT000849,D014,2024-08-26,OUTBREAK,HIGH,RESOLVED
ALT000850,D014,2024-08-04,OUTBREAK,HIGH,RESOLVED
ALT000851,D014,2024-08-28,OUTBREAK,HIGH,RESOLVED
ALT000852,D014,2024-09-21,WATERBORNE,HIGH,RESOLVED
ALT000853,D014,2024-09-02,WATERBORNE,HIGH,RESOLVED
ALT000854,D014,2024-09-27,WATERBORNE,HIGH,RESOLVED
ALT000855,D014,2024-09-24,WATERBORNE,HIGH,RESOLVED
ALT000856,D014,2024-09-07,WATERBORNE,HIGH,RESOLVED
ALT000857,D014,2024-09-06,WATERBORNE,HIGH,RESOLVED
ALT000858,D014,2024-10-08,WATERBORNE,MEDIUM,RESOLVED
ALT000859,D014,2024-11-08,WATERBORNE,MEDIUM,RESOLVED
ALT000860,D014,2024-12-24,HEALTH_RISK,MEDIUM,RESOLVED
ALT000861,D014,2024-12-09,HEALTH_RISK,MEDIUM,RESOLVED
ALT000862,D014,2024-12-11,HEALTH_RISK,MEDIUM,RESOLVED
ALT000863,D014,2025-03-07,WATERBORNE,LOW,RESOLVED
ALT000864,D015,2023-04-03,HEALTH_RISK,MEDIUM,RESOLVED
ALT000865,D015,2023-04-10,HEALTH_RISK,MEDIUM,RESOLVED
ALT000866,D015,2023-05-20,WATERBORNE,MEDIUM,RESOLVED
ALT000867,D015,2023-05-03,WATERBORNE,MEDIUM,RESOLVED
ALT000868,D015,2023-05-28,WATERBORNE,MEDIUM,RESOLVED
ALT000869,D015,2023-06-12,WATERBORNE,HIGH,RESOLVED
ALT000870,D015,2023-06-04,WATERBORNE,HIGH,RESOLVED
ALT000871,D015,2023-06-09,WATERBORNE,HIGH,RESOLVED
ALT000872,D015,2023-06-14,WATERBORNE,HIGH,RESOLVED
ALT000873,D015,2023-06-16,WATERBORNE,HIGH,RESOLVED
ALT000874,D015,2023-07-23,OUTBREAK,HIGH,RESOLVED
ALT000875,D015,2023-07-13,OUTBREAK,HIGH,RESOLVED
ALT000876,D015,2023-07-05,OUTBREAK,HIGH,RESOLVED
ALT000877,D015,2023-07-18,OUTBREAK,HIGH,RESOLVED
ALT000878,D015,2023-08-04,OUTBREAK,HIGH,RESOLVED
ALT000879,D015,2023-08-09,OUTBREAK,HIGH,RESOLVED
ALT000880,D015,2023-08-02,OUTBREAK,HIGH,RESOLVED
ALT000881,D015,2023-08-28,OUTBREAK,HIGH,RESOLVED
ALT000882,D015,2023-09-28,WATERBORNE,HIGH,RESOLVED
ALT000883,D015,2023-09-25,WATERBORNE,HIGH,RESOLVED
ALT000884,D015,2023-09-09,WATERBORNE,HIGH,RESOLVED
ALT000885,D015,2023-09-14,WATERBORNE,HIGH,RESOLVED
ALT000886,D015,2023-09-01,WATERBORNE,HIGH,RESOLVED
ALT000887,D015,2023-10-22,OUTBREAK,HIGH,RESOLVED
ALT000888,D015,2023-10-09,OUTBREAK,HIGH,RESOLVED
ALT000889,D015,2023-10-16,OUTBREAK,HIGH,RESOLVED
ALT000890,D015,2023-10-24,OUTBREAK,HIGH,RESOLVED
ALT000891,D015,2023-11-22,WATERBORNE,HIGH,RESOLVED
ALT000892,D015,2023-11-20,WATERBORNE,HIGH,RESOLVED
ALT000893,D015,2023-11-11,WATERBORNE,HIGH,RESOLVED
ALT000894,D015,2023-11-16,WATERBORNE,HIGH,RESOLVED
ALT000895,D015,2023-11-16,WATERBORNE,HIGH,RESOLVED
ALT000896,D015,2023-11-10,WATERBORNE,HIGH,RESOLVED
ALT000897,D015,2023-12-07,HEALTH_RISK,MEDIUM,RESOLVED
ALT000898,D015,2023-12-13,HEALTH_RISK,MEDIUM,RESOLVED
ALT000899,D015,2023-12-13,HEALTH_RISK,MEDIUM,RESOLVED
ALT000900,D015,2024-01-06,HEALTH_RISK,MEDIUM,RESOLVED
ALT000901,D015,2024-02-25,HEALTH_RISK,MEDIUM,RESOLVED
ALT000902,D015,2024-02-14,HEALTH_RISK,MEDIUM,RESOLVED
ALT000903,D015,2024-03-08,WATERBORNE,MEDIUM,RESOLVED
ALT000904,D015,2024-04-18,WATERBORNE,MEDIUM,RESOLVED
ALT000905,D015,2024-04-23,WATERBORNE,MEDIUM,RESOLVED
ALT000906,D015,2024-05-21,WATERBORNE,MEDIUM,RESOLVED
ALT000907,D015,2024-05-07,WATERBORNE,MEDIUM,RESOLVED
ALT000908,D015,2024-05-28,WATERBORNE,MEDIUM,RESOLVED
ALT000909,D015,2024-06-15,OUTBREAK,HIGH,RESOLVED
ALT000910,D015,2024-06-18,OUTBREAK,HIGH,RESOLVED
ALT000911,D015,2024-06-12,OUTBREAK,HIGH,RESOLVED
ALT000912,D015,2024-06-24,OUTBREAK,HIGH,RESOLVED
ALT000913,D015,2024-06-27,OUTBREAK,HIGH,RESOLVED
ALT000914,D015,2024-06-08,OUTBREAK,HIGH,RESOLVED
ALT000915,D015,2024-07-15,OUTBREAK,HIGH,RESOLVED
ALT000916,D015,2024-07-01,OUTBREAK,HIGH,RESOLVED
ALT000917,D015,2024-07-15,OUTBREAK,HIGH,RESOLVED
ALT000918,D015,2024-08-17,WATERBORNE,HIGH,RESOLVED
ALT000919,D015,2024-08-28,WATERBORNE,HIGH,RESOLVED
ALT000920,D015,2024-08-09,WATERBORNE,HIGH,RESOLVED
ALT000921,D015,2024-08-01,WATERBORNE,HIGH,RESOLVED
ALT000922,D015,2024-08-22,WATERBORNE,HIGH,RESOLVED
ALT000923,D015,2024-09-16,WATERBORNE,HIGH,RESOLVED
ALT000924,D015,2024-09-07,WATERBORNE,HIGH,RESOLVED
ALT000925,D015,2024-09-16,WATERBORNE,HIGH,RESOLVED
ALT000926,D015,2024-09-02,WATERBORNE,HIGH,RESOLVED
ALT000927,D015,2024-09-06,WATERBORNE,HIGH,RESOLVED
ALT000928,D015,2024-09-06,WATERBORNE,HIGH,RESOLVED
ALT000929,D015,2024-10-01,WATERBORNE,MEDIUM,RESOLVED
ALT000930,D015,2024-10-03,WATERBORNE,MEDIUM,RESOLVED
ALT000931,D015,2024-11-13,OUTBREAK,HIGH,RESOLVED
ALT000932,D015,2024-11-21,OUTBREAK,HIGH,RESOLVED
ALT000933,D015,2024-11-21,OUTBREAK,HIGH,RESOLVED
ALT000934,D015,2024-11-08,OUTBREAK,HIGH,RESOLVED
ALT000935,D015,2024-12-25,WATERBORNE,MEDIUM,RESOLVED
ALT000936,D015,2025-01-20,WATERBORNE,MEDIUM,ACTIVE
ALT000937,D015,2025-01-12,WATERBORNE,MEDIUM,RESOLVED
ALT000938,D015,2025-01-13,WATERBORNE,MEDIUM,ACTIVE
ALT000939,D015,2025-02-17,HEALTH_RISK,MEDIUM,ACTIVE
ALT000940,D015,2025-02-04,HEALTH_RISK,MEDIUM,ACTIVE
ALT000941,D015,2025-02-23,HEALTH_RISK,MEDIUM,ACTIVE
ALT000942,D015,2025-03-27,HEALTH_RISK,MEDIUM,ACTIVE
ALT000943,D015,2025-03-26,HEALTH_RISK,MEDIUM,ACTIVE
ALT000944,D015,2025-03-17,HEALTH_RISK,MEDIUM,RESOLVED
ALT000945,D016,2023-06-09,OUTBREAK,HIGH,RESOLVED
ALT000946,D016,2023-06-20,OUTBREAK,HIGH,RESOLVED
ALT000947,D016,2023-06-21,OUTBREAK,HIGH,RESOLVED
ALT000948,D016,2023-06-28,OUTBREAK,HIGH,RESOLVED
ALT000949,D016,2023-06-26,OUTBREAK,HIGH,RESOLVED
ALT000950,D016,2023-07-16,WATERBORNE,HIGH,RESOLVED
ALT000951,D016,2023-07-08,WATERBORNE,HIGH,RESOLVED
ALT000952,D016,2023-07-28,WATERBORNE,HIGH,RESOLVED
ALT000953,D016,2023-08-12,WATERBORNE,HIGH,RESOLVED
ALT000954,D016,2023-08-25,WATERBORNE,HIGH,RESOLVED
ALT000955,D016,2023-08-27,WATERBORNE,HIGH,RESOLVED
ALT000956,D016,2023-09-26,OUTBREAK,HIGH,RESOLVED
ALT000957,D016,2023-09-26,OUTBREAK,HIGH,RESOLVED
ALT000958,D016,2023-09-19,OUTBREAK,HIGH,RESOLVED
ALT000959,D016,2023-09-06,OUTBREAK,HIGH,RESOLVED
ALT000960,D016,2023-09-10,OUTBREAK,HIGH,RESOLVED
ALT000961,D016,2023-10-01,WATERBORNE,MEDIUM,RESOLVED
ALT000962,D016,2023-10-22,WATERBORNE,MEDIUM,RESOLVED
ALT000963,D016,2023-11-26,HEALTH_RISK,MEDIUM,RESOLVED
ALT000964,D016,2023-12-28,WATERBORNE,MEDIUM,RESOLVED
ALT000965,D016,2023-12-03,WATERBORNE,MEDIUM,RESOLVED
ALT000966,D016,2023-12-25,WATERBORNE,MEDIUM,RESOLVED
ALT000967,D016,2024-02-02,WATERBORNE,LOW,RESOLVED
ALT000968,D016,2024-05-06,WATERBORNE,LOW,RESOLVED
ALT000969,D016,2024-06-11,OUTBREAK,HIGH,RESOLVED
ALT000970,D016,2024-06-08,OUTBREAK,HIGH,RESOLVED
ALT000971,D016,2024-06-10,OUTBREAK,HIGH,RESOLVED
ALT000972,D016,2024-07-11,WATERBORNE,HIGH,RESOLVED
ALT000973,D016,2024-07-25,WATERBORNE,HIGH,RESOLVED
ALT000974,D016,2024-07-27,WATERBORNE,HIGH,RESOLVED
ALT000975,D016,2024-07-24,WATERBORNE,HIGH,RESOLVED
ALT000976,D016,2024-07-09,WATERBORNE,HIGH,RESOLVED
ALT000977,D016,2024-08-02,WATERBORNE,HIGH,RESOLVED
ALT000978,D016,2024-08-24,WATERBORNE,HIGH,RESOLVED
ALT000979,D016,2024-08-10,WATERBORNE,HIGH,RESOLVED
ALT000980,D016,2024-08-19,WATERBORNE,HIGH,RESOLVED
ALT000981,D016,2024-08-01,WATERBORNE,HIGH,RESOLVED
ALT000982,D016,2024-09-13,WATERBORNE,HIGH,RESOLVED
ALT000983,D016,2024-09-17,WATERBORNE,HIGH,RESOLVED
ALT000984,D016,2024-09-13,WATERBORNE,HIGH,RESOLVED
ALT000985,D016,2024-09-27,WATERBORNE,HIGH,RESOLVED
ALT000986,D016,2024-10-07,HEALTH_RISK,MEDIUM,RESOLVED
ALT000987,D016,2024-11-24,WATERBORNE,HIGH,RESOLVED
ALT000988,D016,2024-11-06,WATERBORNE,HIGH,RESOLVED
ALT000989,D016,2024-11-28,WATERBORNE,HIGH,RESOLVED
ALT000990,D016,2024-11-12,WATERBORNE,HIGH,RESOLVED
ALT000991,D016,2024-11-09,WATERBORNE,HIGH,RESOLVED
ALT000992,D016,2024-12-05,HEALTH_RISK,MEDIUM,RESOLVED
ALT000993,D016,2024-12-17,HEALTH_RISK,MEDIUM,RESOLVED
ALT000994,D016,2024-12-23,HEALTH_RISK,MEDIUM,RESOLVED
ALT000995,D016,2025-01-21,HEALTH_RISK,LOW,RESOLVED
ALT000996,D017,2023-04-25,OUTBREAK,LOW,RESOLVED
ALT000997,D017,2023-05-01,OUTBREAK,LOW,RESOLVED
ALT000998,D017,2023-06-17,WATERBORNE,MEDIUM,RESOLVED
ALT000999,D017,2023-07-16,HEALTH_RISK,MEDIUM,RESOLVED
ALT001000,D017,2023-08-25,WATERBORNE,MEDIUM,RESOLVED
ALT001001,D017,2023-08-13,WATERBORNE,MEDIUM,RESOLVED
ALT001002,D017,2023-09-01,WATERBORNE,MEDIUM,RESOLVED
ALT001003,D017,2023-09-03,WATERBORNE,MEDIUM,RESOLVED
ALT001004,D017,2023-09-20,WATERBORNE,MEDIUM,RESOLVED
ALT001005,D017,2023-10-19,HEALTH_RISK,MEDIUM,RESOLVED
ALT001006,D017,2023-11-02,HEALTH_RISK,LOW,RESOLVED
ALT001007,D017,2023-12-07,WATERBORNE,LOW,RESOLVED
ALT001008,D017,2024-03-20,WATERBORNE,LOW,RESOLVED
ALT001009,D017,2024-05-21,WATERBORNE,LOW,RESOLVED
ALT001010,D017,2024-06-04,HEALTH_RISK,MEDIUM,RESOLVED
ALT001011,D017,2024-07-01,WATERBORNE,MEDIUM,RESOLVED
ALT001012,D017,2024-08-08,WATERBORNE,MEDIUM,RESOLVED
ALT001013,D017,2024-08-28,WATERBORNE,MEDIUM,RESOLVED
ALT001014,D017,2024-09-14,HEALTH_RISK,MEDIUM,RESOLVED
ALT001015,D017,2024-09-12,HEALTH_RISK,MEDIUM,RESOLVED
ALT001016,D017,2024-09-14,HEALTH_RISK,MEDIUM,RESOLVED
ALT001017,D017,2024-10-14,OUTBREAK,LOW,RESOLVED
ALT001018,D017,2024-11-25,WATERBORNE,MEDIUM,RESOLVED
ALT001019,D017,2024-12-05,OUTBREAK,LOW,RESOLVED
ALT001020,D017,2025-01-23,OUTBREAK,LOW,ACTIVE
ALT001021,D018,2023-05-06,OUTBREAK,LOW,RESOLVED
ALT001022,D018,2023-06-21,WATERBORNE,MEDIUM,RESOLVED
ALT001023,D018,2023-06-24,WATERBORNE,MEDIUM,RESOLVED
ALT001024,D018,2023-07-08,WATERBORNE,MEDIUM,RESOLVED
ALT001025,D018,2023-08-02,HEALTH_RISK,MEDIUM,RESOLVED
ALT001026,D018,2023-08-03,HEALTH_RISK,MEDIUM,RESOLVED
ALT001027,D018,2023-09-08,WATERBORNE,MEDIUM,RESOLVED
ALT001028,D018,2023-09-28,WATERBORNE,MEDIUM,RESOLVED
ALT001029,D018,2023-09-03,WATERBORNE,MEDIUM,RESOLVED
ALT001030,D018,2023-10-05,HEALTH_RISK,MEDIUM,RESOLVED
ALT001031,D018,2023-11-08,HEALTH_RISK,MEDIUM,RESOLVED
ALT001032,D018,2023-11-07,HEALTH_RISK,MEDIUM,RESOLVED
ALT001033,D018,2023-11-17,HEALTH_RISK,MEDIUM,RESOLVED
ALT001034,D018,2023-12-27,HEALTH_RISK,LOW,RESOLVED
ALT001035,D018,2024-01-20,HEALTH_RISK,LOW,RESOLVED
ALT001036,D018,2024-02-26,WATERBORNE,LOW,RESOLVED
ALT001037,D018,2024-03-13,HEALTH_RISK,LOW,RESOLVED
ALT001038,D018,2024-06-14,HEALTH_RISK,MEDIUM,RESOLVED
ALT001039,D018,2024-06-15,HEALTH_RISK,MEDIUM,RESOLVED
ALT001040,D018,2024-06-15,HEALTH_RISK,MEDIUM,RESOLVED
ALT001041,D018,2024-07-12,HEALTH_RISK,MEDIUM,RESOLVED
ALT001042,D018,2024-08-06,WATERBORNE,MEDIUM,RESOLVED
ALT001043,D018,2024-08-16,WATERBORNE,MEDIUM,RESOLVED
ALT001044,D018,2024-08-13,WATERBORNE,MEDIUM,RESOLVED
ALT001045,D018,2024-09-01,WATERBORNE,MEDIUM,RESOLVED
ALT001046,D018,2024-09-09,WATERBORNE,MEDIUM,RESOLVED
ALT001047,D018,2024-09-01,WATERBORNE,MEDIUM,RESOLVED
ALT001048,D018,2024-10-19,WATERBORNE,MEDIUM,RESOLVED
ALT001049,D018,2024-10-20,WATERBORNE,MEDIUM,RESOLVED
ALT001050,D018,2024-10-17,WATERBORNE,MEDIUM,RESOLVED
ALT001051,D018,2024-11-17,WATERBORNE,MEDIUM,RESOLVED
ALT001052,D018,2024-11-08,WATERBORNE,MEDIUM,RESOLVED
ALT001053,D018,2024-11-07,WATERBORNE,MEDIUM,RESOLVED
ALT001054,D018,2024-12-02,HEALTH_RISK,LOW,RESOLVED
ALT001055,D018,2025-03-21,OUTBREAK,LOW,ACTIVE
ALT001056,D019,2023-05-14,HEALTH_RISK,LOW,RESOLVED
ALT001057,D019,2023-06-24,WATERBORNE,HIGH,RESOLVED
ALT001058,D019,2023-06-02,WATERBORNE,HIGH,RESOLVED
ALT001059,D019,2023-06-05,WATERBORNE,HIGH,RESOLVED
ALT001060,D019,2023-07-28,WATERBORNE,HIGH,RESOLVED
ALT001061,D019,2023-07-03,WATERBORNE,HIGH,RESOLVED
ALT001062,D019,2023-07-06,WATERBORNE,HIGH,RESOLVED
ALT001063,D019,2023-07-12,WATERBORNE,HIGH,RESOLVED
ALT001064,D019,2023-08-19,OUTBREAK,HIGH,RESOLVED
ALT001065,D019,2023-08-13,OUTBREAK,HIGH,RESOLVED
ALT001066,D019,2023-08-25,OUTBREAK,HIGH,RESOLVED
ALT001067,D019,2023-08-18,OUTBREAK,HIGH,RESOLVED
ALT001068,D019,2023-08-19,OUTBREAK,HIGH,RESOLVED
ALT001069,D019,2023-09-23,WATERBORNE,HIGH,RESOLVED
ALT001070,D019,2023-09-02,WATERBORNE,HIGH,RESOLVED
ALT001071,D019,2023-09-22,WATERBORNE,HIGH,RESOLVED
ALT001072,D019,2023-09-22,WATERBORNE,HIGH,RESOLVED
ALT001073,D019,2023-09-19,WATERBORNE,HIGH,RESOLVED
ALT001074,D019,2023-10-23,HEALTH_RISK,MEDIUM,RESOLVED
ALT001075,D019,2023-11-15,WATERBORNE,MEDIUM,RESOLVED
ALT001076,D019,2023-11-28,WATERBORNE,MEDIUM,RESOLVED
ALT001077,D019,2023-11-10,WATERBORNE,MEDIUM,RESOLVED
ALT001078,D019,2023-12-23,WATERBORNE,MEDIUM,RESOLVED
ALT001079,D019,2023-12-01,WATERBORNE,MEDIUM,RESOLVED
ALT001080,D019,2023-12-12,WATERBORNE,MEDIUM,RESOLVED
ALT001081,D019,2024-02-04,OUTBREAK,LOW,RESOLVED
ALT001082,D019,2024-05-12,OUTBREAK,LOW,RESOLVED
ALT001083,D019,2024-06-07,WATERBORNE,HIGH,RESOLVED
ALT001084,D019,2024-06-20,WATERBORNE,HIGH,RESOLVED
ALT001085,D019,2024-06-03,WATERBORNE,HIGH,RESOLVED
ALT001086,D019,2024-06-24,WATERBORNE,HIGH,RESOLVED
ALT001087,D019,2024-06-12,WATERBORNE,HIGH,RESOLVED
ALT001088,D019,2024-07-04,WATERBORNE,HIGH,RESOLVED
ALT001089,D019,2024-07-19,WATERBORNE,HIGH,RESOLVED
ALT001090,D019,2024-07-02,WATERBORNE,HIGH,RESOLVED
ALT001091,D019,2024-08-21,OUTBREAK,HIGH,RESOLVED
ALT001092,D019,2024-08-02,OUTBREAK,HIGH,RESOLVED
ALT001093,D019,2024-08-26,OUTBREAK,HIGH,RESOLVED
ALT001094,D019,2024-08-03,OUTBREAK,HIGH,RESOLVED
ALT001095,D019,2024-09-10,OUTBREAK,HIGH,RESOLVED
ALT001096,D019,2024-09-08,OUTBREAK,HIGH,RESOLVED
ALT001097,D019,2024-09-16,OUTBREAK,HIGH,RESOLVED
ALT001098,D019,2024-09-19,OUTBREAK,HIGH,RESOLVED
ALT001099,D019,2024-09-19,OUTBREAK,HIGH,RESOLVED
ALT001100,D019,2024-10-28,HEALTH_RISK,MEDIUM,RESOLVED
ALT001101,D019,2024-11-27,OUTBREAK,HIGH,RESOLVED
ALT001102,D019,2024-11-25,OUTBREAK,HIGH,RESOLVED
ALT001103,D019,2024-11-03,OUTBREAK,HIGH,RESOLVED
ALT001104,D019,2024-11-09,OUTBREAK,HIGH,RESOLVED
ALT001105,D019,2024-11-15,OUTBREAK,HIGH,RESOLVED
ALT001106,D019,2024-12-21,WATERBORNE,MEDIUM,RESOLVED
ALT001107,D020,2023-04-19,WATERBORNE,LOW,RESOLVED
ALT001108,D020,2023-05-06,OUTBREAK,LOW,RESOLVED
ALT001109,D020,2023-06-09,WATERBORNE,MEDIUM,RESOLVED
ALT001110,D020,2023-06-08,WATERBORNE,MEDIUM,RESOLVED
ALT001111,D020,2023-07-01,WATERBORNE,MEDIUM,RESOLVED
ALT001112,D020,2023-07-11,WATERBORNE,MEDIUM,RESOLVED
ALT001113,D020,2023-07-07,WATERBORNE,MEDIUM,RESOLVED
ALT001114,D020,2023-08-18,OUTBREAK,HIGH,RESOLVED
ALT001115,D020,2023-08-10,OUTBREAK,HIGH,RESOLVED
ALT001116,D020,2023-08-19,OUTBREAK,HIGH,RESOLVED
ALT001117,D020,2023-08-23,OUTBREAK,HIGH,RESOLVED
ALT001118,D020,2023-08-19,OUTBREAK,HIGH,RESOLVED
ALT001119,D020,2023-09-11,WATERBORNE,HIGH,RESOLVED
ALT001120,D020,2023-09-17,WATERBORNE,HIGH,RESOLVED
ALT001121,D020,2023-09-10,WATERBORNE,HIGH,RESOLVED
ALT001122,D020,2023-10-22,HEALTH_RISK,MEDIUM,RESOLVED
ALT001123,D020,2023-10-03,HEALTH_RISK,MEDIUM,RESOLVED
ALT001124,D020,2023-10-10,HEALTH_RISK,MEDIUM,RESOLVED
ALT001125,D020,2023-11-02,HEALTH_RISK,MEDIUM,RESOLVED
ALT001126,D020,2023-11-11,HEALTH_RISK,MEDIUM,RESOLVED
ALT001127,D020,2023-11-28,HEALTH_RISK,MEDIUM,RESOLVED
ALT001128,D020,2024-02-01,OUTBREAK,LOW,RESOLVED
ALT001129,D020,2024-05-12,WATERBORNE,LOW,RESOLVED
ALT001130,D020,2024-06-14,HEALTH_RISK,MEDIUM,RESOLVED
ALT001131,D020,2024-06-13,HEALTH_RISK,MEDIUM,RESOLVED
ALT001132,D020,2024-06-22,HEALTH_RISK,MEDIUM,RESOLVED
ALT001133,D020,2024-07-25,HEALTH_RISK,MEDIUM,RESOLVED
