alert_id,district_id,alert_date,alert_type,severity,previous_risk_score,previous_risk_level,cases_estimated,response_delay_hours,anomaly_score,alert_status
1788,95,2023-10-31,vector_borne_disease,low,0.359,low,5,25.5,0.418,resolved
1789,95,2023-11-21,heat_wave,low,0.317,low,8,12.1,0.31,resolved
1790,95,2024-03-06,heat_wave,low,0.109,low,5,30.5,0.0,resolved
1791,95,2024-04-17,heat_wave,low,0.116,low,5,28.5,0.0,monitored
1792,95,2024-11-01,heat_wave,low,0.39,low,7,24.4,0.471,active
1793,95,2024-11-22,heat_wave,low,0.269,low,5,25.6,0.271,active
1794,96,2020-08-02,flood,low,0.171,low,5,17.5,0.0,resolved
1795,96,2021-02-08,heat_wave,low,0.204,low,9,17.6,0.079,resolved
1796,96,2021-03-30,heat_wave,low,0.143,low,6,10.2,0.0,resolved
1797,96,2021-05-02,heat_wave,low,0.135,low,7,8.5,0.0,resolved
1798,96,2021-10-25,vector_borne_disease,low,0.373,low,17,34.2,0.346,resolved
1799,96,2021-12-11,heat_wave,low,0.356,low,12,20.6,0.336,resolved
1800,96,2021-12-21,heat_wave,low,0.34,low,12,37.0,0.304,resolved
1801,96,2022-02-23,heat_wave,low,0.176,low,7,20.4,0.027,monitored
1802,96,2022-03-27,heat_wave,low,0.132,low,5,6.8,0.0,resolved
1803,96,2022-07-04,flood,low,0.165,low,5,19.9,0.0,resolved
1804,96,2022-11-15,heat_wave,low,0.353,low,14,23.8,0.334,resolved
1805,96,2023-06-02,flood,low,0.134,low,5,17.4,0.0,resolved
1806,96,2023-06-24,flood,low,0.146,low,5,17.0,0.0,resolved
1807,96,2023-06-28,flood,low,0.122,low,6,20.6,0.0,resolved
1808,96,2023-10-07,vector_borne_disease,low,0.364,low,11,13.9,0.334,resolved
1809,96,2023-12-07,heat_wave,low,0.362,low,14,8.8,0.339,resolved
1810,96,2024-04-01,heat_wave,low,0.155,low,5,9.0,0.0,resolved
1811,96,2024-08-16,flood,low,0.206,low,8,26.6,0.076,monitored
1812,96,2024-12-02,heat_wave,low,0.315,low,12,34.2,0.28,monitored
1813,96,2024-12-03,heat_wave,low,0.355,low,11,32.0,0.325,monitored
1814,97,2020-03-17,water_contamination,low,0.227,low,59,23.6,0.001,monitored
1815,97,2020-10-23,water_contamination,medium,0.48,medium,228,20.9,0.417,resolved
1816,97,2021-01-02,water_contamination,low,0.398,low,102,27.7,0.287,monitored
1817,97,2021-02-13,water_contamination,low,0.289,low,117,31.0,0.121,monitored
1818,97,2021-04-30,water_contamination,low,0.214,low,99,16.7,0.0,monitored
1819,97,2021-08-06,flood,low,0.279,low,89,18.4,0.089,resolved
1820,97,2021-08-24,flood,low,0.344,low,130,25.2,0.194,resolved
1821,97,2022-01-19,water_contamination,low,0.317,low,89,14.0,0.157,resolved
1822,97,2022-01-24,water_contamination,low,0.38,low,78,22.7,0.244,resolved
1823,97,2022-06-01,flood,low,0.212,low,107,18.7,0.0,resolved
1824,97,2022-08-04,flood,low,0.287,low,136,17.6,0.106,monitored
1825,97,2022-08-15,flood,low,0.322,low,58,4.0,0.142,monitored
1826,97,2022-09-09,flood,medium,0.419,medium,113,4.4,0.326,resolved
1827,97,2022-10-10,water_contamination,medium,0.487,medium,232,14.9,0.435,resolved
1828,97,2022-11-29,water_contamination,medium,0.473,medium,192,4.7,0.409,monitored
1829,97,2022-12-15,water_contamination,medium,0.45,medium,230,16.4,0.378,resolved
1830,97,2023-01-24,water_contamination,low,0.34,low,125,27.3,0.213,monitored
1831,97,2023-02-18,water_contamination,low,0.258,low,96,21.2,0.046,monitored
1832,97,2023-03-26,water_contamination,low,0.191,low,66,9.5,0.0,resolved
1833,97,2023-06-11,flood,low,0.213,low,78,25.9,0.0,monitored
1834,97,2023-09-04,flood,low,0.363,low,151,31.4,0.242,resolved
1835,97,2023-09-26,flood,medium,0.476,medium,95,13.2,0.413,monitored
1836,97,2023-10-31,water_contamination,medium,0.484,medium,124,25.6,0.433,resolved
1837,97,2023-12-15,water_contamination,medium,0.441,medium,135,12.9,0.342,monitored
1838,97,2024-03-04,water_contamination,low,0.224,low,114,29.3,0.0,monitored
1839,97,2024-08-12,flood,low,0.374,low,110,20.7,0.218,resolved
1840,97,2024-10-30,water_contamination,medium,0.504,medium,236,21.9,0.437,active
1841,98,2020-02-13,heat_wave,low,0.158,low,45,10.5,0.0,resolved
1842,98,2020-02-14,heat_wave,low,0.215,low,44,41.7,0.05,monitored
1843,98,2020-12-15,heat_wave,medium,0.414,medium,123,26.8,0.415,resolved
1844,98,2021-02-23,heat_wave,low,0.184,low,47,21.8,0.0,monitored
1845,98,2021-06-15,heat_wave,low,0.175,low,52,28.6,0.0,monitored
1846,98,2021-10-02,vector_borne_disease,low,0.296,low,80,28.1,0.196,resolved
1847,98,2021-12-30,heat_wave,low,0.293,low,42,17.8,0.196,resolved
1848,98,2021-12-31,heat_wave,medium,0.419,medium,107,17.2,0.433,resolved
1849,98,2022-01-19,heat_wave,low,0.229,low,46,14.5,0.088,resolved
1850,98,2022-02-23,heat_wave,low,0.194,low,63,13.8,0.027,monitored
1851,98,2022-09-29,vector_borne_disease,low,0.23,low,36,22.0,0.129,monitored
1852,98,2022-10-30,vector_borne_disease,low,0.334,low,78,1.8,0.274,resolved
1853,98,2022-11-27,heat_wave,low,0.28,low,87,27.5,0.171,resolved
1854,98,2023-10-21,vector_borne_disease,medium,0.41,medium,84,4.9,0.396,resolved
1855,98,2024-03-11,heat_wave,low,0.184,low,69,24.9,0.0,monitored
1856,98,2024-04-05,heat_wave,low,0.171,low,56,27.9,0.0,resolved
1857,98,2024-04-14,heat_wave,low,0.199,low,61,16.1,0.039,resolved
1858,98,2024-06-30,heat_wave,low,0.169,low,28,21.3,0.0,resolved
1859,98,2024-07-17,vector_borne_disease,low,0.175,low,40,6.4,0.0,resolved
1860,98,2024-08-28,vector_borne_disease,low,0.267,low,50,4.8,0.151,resolved
1861,98,2024-09-28,vector_borne_disease,low,0.308,low,63,38.7,0.241,resolved
1862,98,2024-11-07,heat_wave,medium,0.536,medium,167,16.7,0.626,monitored
1863,99,2020-06-25,heat_wave,low,0.133,low,5,27.9,0.0,resolved
1864,99,2021-03-05,heat_wave,low,0.149,low,5,24.8,0.0,resolved
1865,99,2021-06-06,heat_wave,low,0.142,low,5,35.6,0.0,resolved
1866,99,2021-08-11,vector_borne_disease,low,0.144,low,5,28.1,0.0,resolved
1867,99,2021-09-16,vector_borne_disease,low,0.237,low,5,37.0,0.164,resolved
1868,99,2021-10-28,vector_borne_disease,low,0.23,low,5,20.1,0.155,resolved
1869,99,2021-11-09,heat_wave,low,0.24,low,5,32.9,0.155,resolved
1870,99,2022-01-08,heat_wave,low,0.168,low,5,21.5,0.048,resolved
1871,99,2022-08-23,vector_borne_disease,low,0.179,low,5,26.9,0.053,monitored
1872,99,2022-08-29,vector_borne_disease,low,0.148,low,5,30.6,0.038,resolved
1873,99,2022-11-08,heat_wave,low,0.384,low,5,18.6,0.412,resolved
1874,99,2023-02-26,heat_wave,low,0.148,low,5,15.0,0.0,monitored
1875,99,2023-09-28,vector_borne_disease,low,0.196,low,5,25.4,0.107,monitored
1876,99,2023-11-05,heat_wave,low,0.301,low,5,28.8,0.268,resolved
1877,99,2023-11-22,heat_wave,low,0.303,low,5,29.6,0.283,monitored
1878,99,2024-02-20,heat_wave,low,0.132,low,5,21.6,0.0,resolved
1879,99,2024-08-07,vector_borne_disease,low,0.147,low,5,22.5,0.0,resolved
1880,99,2024-09-15,vector_borne_disease,low,0.266,low,5,12.5,0.174,resolved
1881,99,2024-11-19,heat_wave,low,0.271,low,5,21.5,0.229,active
1882,99,2024-11-22,heat_wave,low,0.271,low,5,23.6,0.219,active
1883,99,2024-12-27,heat_wave,low,0.243,low,5,26.4,0.144,monitored
1884,100,2020-01-20,heat_wave,low,0.153,low,40,19.2,0.0,monitored
1885,100,2020-04-25,heat_wave,low,0.126,low,29,20.4,0.0,resolved
1886,100,2021-02-02,heat_wave,low,0.174,low,54,16.1,0.056,resolved
1887,100,2021-02-12,heat_wave,low,0.159,low,29,21.4,0.0,resolved
1888,100,2022-01-29,heat_wave,low,0.166,low,32,22.0,0.0,resolved
1889,100,2022-10-06,vector_borne_disease,low,0.323,low,57,24.2,0.264,resolved
1890,100,2022-10-11,vector_borne_disease,low,0.314,low,41,17.0,0.259,monitored
1891,100,2022-10-12,vector_borne_disease,low,0.308,low,69,13.4,0.245,resolved
1892,100,2023-09-15,vector_borne_disease,low,0.222,low,56,19.2,0.118,monitored
1893,100,2023-10-30,vector_borne_disease,low,0.251,low,59,29.7,0.171,resolved
1894,100,2023-11-05,heat_wave,low,0.284,low,86,14.5,0.214,monitored
1895,100,2023-11-12,heat_wave,low,0.239,low,64,7.2,0.158,resolved
1896,100,2023-12-05,heat_wave,low,0.303,low,54,25.1,0.256,resolved
1897,100,2023-12-18,heat_wave,low,0.16,low,47,13.4,0.023,resolved
1898,100,2024-09-11,vector_borne_disease,low,0.239,low,47,12.0,0.148,resolved
1899,100,2024-11-25,heat_wave,low,0.323,low,84,22.1,0.235,monitored
1900,101,2020-04-04,heat_wave,low,0.174,low,42,19.6,0.0,resolved
1901,101,2020-10-05,vector_borne_disease,low,0.259,low,40,16.7,0.16,resolved
1902,101,2020-10-21,vector_borne_disease,low,0.236,low,36,27.9,0.103,monitored
1903,101,2020-12-09,heat_wave,low,0.312,low,79,15.2,0.25,resolved
1904,101,2020-12-17,heat_wave,low,0.16,low,41,24.7,0.0,monitored
1905,101,2021-02-21,heat_wave,low,0.175,low,52,11.6,0.0,resolved
1906,101,2021-06-17,heat_wave,low,0.177,low,59,18.3,0.0,monitored
1907,101,2021-07-17,vector_borne_disease,low,0.164,low,33,16.2,0.0,resolved
1908,101,2021-07-23,vector_borne_disease,low,0.149,low,37,17.1,0.0,resolved
1909,101,2021-09-27,vector_borne_disease,low,0.168,low,42,19.6,0.0,monitored
1910,101,2021-11-30,heat_wave,low,0.245,low,78,26.7,0.136,resolved
1911,101,2021-12-14,heat_wave,low,0.305,low,96,14.7,0.232,resolved
1912,101,2022-07-31,vector_borne_disease,low,0.166,low,37,11.9,0.0,resolved
1913,101,2022-08-05,vector_borne_disease,low,0.174,low,22,17.0,0.017,resolved
1914,101,2022-08-14,vector_borne_disease,low,0.249,low,48,20.8,0.132,resolved
1915,101,2023-03-17,heat_wave,low,0.159,low,43,8.6,0.0,resolved
1916,101,2023-04-19,heat_wave,low,0.17,low,46,9.9,0.0,resolved
1917,101,2024-08-20,vector_borne_disease,low,0.382,low,102,18.7,0.359,resolved
1918,101,2024-10-21,vector_borne_disease,medium,0.42,medium,62,4.1,0.4,monitored
1919,101,2024-10-30,vector_borne_disease,low,0.364,low,105,18.8,0.33,active
1920,102,2020-03-05,heat_wave,low,0.19,low,88,43.0,0.0,resolved
1921,102,2020-10-22,vector_borne_disease,medium,0.43,medium,245,24.8,0.407,monitored
1922,102,2020-10-25,vector_borne_disease,medium,0.433,medium,230,16.4,0.404,resolved
1923,102,2020-11-15,heat_wave,low,0.362,low,103,23.4,0.282,resolved
1924,102,2020-12-24,heat_wave,low,0.386,low,224,25.8,0.331,resolved
1925,102,2021-01-20,heat_wave,low,0.392,low,125,26.4,0.328,monitored
1926,102,2021-05-01,heat_wave,low,0.193,low,87,10.2,0.0,monitored
1927,102,2021-11-03,heat_wave,medium,0.428,medium,95,25.2,0.377,monitored
1928,102,2022-01-09,heat_wave,low,0.366,low,158,18.3,0.275,monitored
1929,102,2022-04-05,heat_wave,low,0.194,low,88,20.4,0.0,resolved
1930,102,2022-05-25,heat_wave,low,0.185,low,82,14.4,0.0,resolved
1931,102,2022-06-18,flood,low,0.191,low,73,25.4,0.0,resolved
1932,102,2022-10-04,vector_borne_disease,low,0.38,low,181,1.0,0.341,resolved
1933,102,2023-08-31,flood,low,0.253,low,136,11.1,0.127,monitored
1934,102,2023-11-25,heat_wave,low,0.394,low,83,25.3,0.353,resolved
1935,102,2024-03-05,heat_wave,low,0.192,low,52,24.3,0.0,monitored
1936,102,2024-05-20,heat_wave,low,0.2,low,60,20.0,0.0,resolved
1937,102,2024-09-10,flood,low,0.368,low,151,28.4,0.289,resolved
1938,102,2024-09-29,flood,low,0.388,low,204,4.2,0.341,resolved
1939,102,2024-11-10,heat_wave,medium,0.417,medium,177,4.7,0.372,active
1940,102,2024-11-18,heat_wave,low,0.385,low,198,19.5,0.31,monitored
1941,102,2024-11-21,heat_wave,medium,0.422,medium,96,14.1,0.409,monitored
1942,102,2024-12-20,heat_wave,low,0.334,low,65,18.1,0.243,monitored
1943,103,2020-01-21,heat_wave,low,0.366,low,5,20.2,0.35,resolved
1944,103,2020-08-31,flood,low,0.217,low,5,16.7,0.121,monitored
1945,103,2020-09-18,flood,low,0.339,low,5,33.6,0.32,resolved
1946,103,2020-10-13,vector_borne_disease,low,0.349,low,5,21.9,0.341,resolved
1947,103,2020-10-28,vector_borne_disease,low,0.315,low,5,22.4,0.283,monitored
1948,103,2020-12-03,heat_wave,low,0.393,low,5,18.2,0.424,monitored
1949,103,2021-07-03,flood,low,0.14,low,5,23.7,0.0,monitored
1950,103,2022-03-31,heat_wave,low,0.161,low,5,28.2,0.0,resolved
1951,103,2022-08-22,flood,low,0.261,low,5,22.6,0.176,monitored
1952,103,2022-09-27,flood,low,0.381,low,5,18.8,0.375,resolved
1953,103,2022-10-20,vector_borne_disease,low,0.397,low,5,17.9,0.43,resolved
1954,103,2023-04-17,heat_wave,low,0.141,low,5,10.9,0.0,resolved
1955,103,2023-08-03,flood,low,0.193,low,5,18.7,0.067,resolved
1956,103,2023-08-20,flood,low,0.246,low,5,8.7,0.154,resolved
1957,103,2023-10-22,vector_borne_disease,low,0.359,low,5,29.3,0.352,monitored
1958,103,2024-04-10,heat_wave,low,0.131,low,5,21.8,0.0,monitored
1959,103,2024-06-05,flood,low,0.14,low,5,25.3,0.0,monitored
1960,104,2020-01-25,heat_wave,low,0.153,low,5,28.8,0.0,resolved
1961,104,2020-09-30,vector_borne_disease,low,0.276,low,5,8.0,0.209,monitored
1962,104,2021-01-07,heat_wave,low,0.185,low,5,32.4,0.05,resolved
1963,104,2021-01-13,heat_wave,low,0.139,low,5,27.5,0.0,monitored
1964,104,2021-05-29,heat_wave,low,0.153,low,5,14.1,0.0,resolved
1965,104,2021-12-11,heat_wave,low,0.191,low,5,33.1,0.082,resolved
1966,104,2022-02-25,heat_wave,low,0.165,low,5,19.8,0.0,monitored
1967,104,2022-06-21,heat_wave,low,0.157,low,5,26.9,0.0,resolved
1968,104,2022-10-29,vector_borne_disease,low,0.347,low,5,11.3,0.347,monitored
1969,104,2022-11-24,heat_wave,low,0.365,low,5,11.9,0.347,resolved
1970,104,2022-12-11,heat_wave,low,0.31,low,5,15.7,0.26,resolved
1971,104,2023-03-13,heat_wave,low,0.144,low,5,27.9,0.0,resolved
1972,104,2023-06-11,heat_wave,low,0.149,low,5,28.5,0.0,monitored
1973,104,2023-08-27,vector_borne_disease,low,0.187,low,5,29.7,0.047,resolved
1974,104,2023-09-30,vector_borne_disease,low,0.304,low,5,35.5,0.259,resolved
1975,104,2023-11-20,heat_wave,low,0.303,low,5,8.3,0.267,monitored
1976,104,2023-11-21,heat_wave,low,0.371,low,5,13.5,0.377,resolved
1977,104,2024-01-30,heat_wave,low,0.2,low,5,24.1,0.089,monitored
1978,104,2024-10-20,vector_borne_disease,low,0.321,low,5,19.3,0.29,active
1979,104,2024-10-22,vector_borne_disease,low,0.349,low,5,13.5,0.326,active
1980,104,2024-12-02,heat_wave,low,0.299,low,5,28.1,0.245,monitored
1981,105,2020-02-11,heat_wave,low,0.184,low,41,21.3,0.062,resolved
1982,105,2020-09-23,flood,low,0.395,low,81,30.6,0.366,resolved
1983,105,2020-12-12,heat_wave,low,0.359,low,104,5.4,0.312,resolved
1984,105,2021-01-12,heat_wave,low,0.283,low,55,16.8,0.217,resolved
1985,105,2021-03-16,heat_wave,low,0.167,low,21,11.2,0.0,resolved
1986,105,2021-03-21,heat_wave,low,0.169,low,52,1.1,0.0,resolved
1987,105,2022-09-09,flood,low,0.323,low,74,22.8,0.266,monitored
1988,105,2022-10-18,vector_borne_disease,low,0.396,low,87,17.0,0.377,monitored
1989,105,2023-02-06,heat_wave,low,0.229,low,54,27.6,0.112,resolved
1990,105,2023-05-19,heat_wave,low,0.137,low,18,9.2,0.0,monitored
1991,105,2023-10-20,vector_borne_disease,low,0.382,low,123,18.2,0.373,monitored
1992,105,2023-11-11,heat_wave,medium,0.405,medium,113,7.3,0.42,monitored
1993,105,2023-11-14,heat_wave,low,0.39,low,145,16.9,0.378,monitored
1994,105,2023-12-01,heat_wave,low,0.393,low,66,12.9,0.385,monitored
1995,105,2024-06-01,flood,low,0.14,low,21,26.9,0.0,resolved
1996,105,2024-10-25,vector_borne_disease,medium,0.423,medium,68,24.6,0.419,monitored
1997,106,2020-03-15,heat_wave,low,0.126,low,5,15.1,0.0,monitored
1998,106,2020-08-14,flood,low,0.189,low,6,15.4,0.083,resolved
1999,106,2021-01-10,heat_wave,low,0.274,low,8,26.5,0.214,resolved
2000,106,2021-05-04,heat_wave,low,0.107,low,5,16.3,0.0,resolved
2001,106,2021-05-14,heat_wave,low,0.132,low,5,18.6,0.0,resolved
2002,106,2021-08-14,flood,low,0.16,low,5,23.0,0.044,resolved
2003,106,2021-08-18,flood,low,0.154,low,5,21.8,0.054,monitored
2004,106,2021-11-29,heat_wave,low,0.335,low,8,29.1,0.319,resolved
2005,106,2021-12-05,heat_wave,low,0.321,low,11,25.4,0.318,monitored
2006,106,2022-06-22,flood,low,0.115,low,5,18.2,0.0,resolved
2007,106,2022-10-21,vector_borne_disease,low,0.311,low,9,32.9,0.307,resolved
2008,106,2022-10-29,vector_borne_disease,medium,0.406,medium,12,10.5,0.451,monitored
2009,106,2023-04-28,heat_wave,low,0.108,low,5,21.8,0.0,resolved
2010,106,2023-08-11,flood,low,0.197,low,6,25.2,0.099,resolved
2011,106,2023-10-02,vector_borne_disease,low,0.346,low,12,26.9,0.363,monitored
2012,106,2023-10-20,vector_borne_disease,low,0.314,low,10,2.3,0.28,resolved
2013,106,2023-11-18,heat_wave,low,0.367,low,7,24.8,0.39,resolved
2014,106,2024-01-20,heat_wave,low,0.177,low,6,21.0,0.08,monitored
2015,106,2024-10-19,vector_borne_disease,low,0.311,low,8,22.2,0.303,active
2016,106,2024-12-22,heat_wave,low,0.284,low,8,12.2,0.248,active
2017,107,2020-01-16,water_contamination,low,0.393,low,242,13.0,0.343,resolved
2018,107,2020-02-17,water_contamination,low,0.272,low,101,13.3,0.114,monitored
2019,107,2020-03-10,water_contamination,low,0.296,low,91,5.0,0.15,resolved
2020,107,2020-03-22,water_contamination,low,0.209,low,80,15.4,0.0,resolved
2021,107,2020-04-03,water_contamination,low,0.198,low,87,14.9,0.0,resolved
2022,107,2020-04-22,water_contamination,low,0.185,low,68,18.9,0.0,resolved
2023,107,2020-09-12,flood,low,0.4,low,95,17.7,0.337,monitored
2024,107,2020-12-06,water_contamination,low,0.387,low,224,19.6,0.313,monitored
2025,107,2021-02-18,water_contamination,low,0.295,low,194,12.1,0.12,monitored
2026,107,2021-05-07,water_contamination,low,0.215,low,132,12.4,0.0,resolved
2027,107,2021-06-10,flood,low,0.198,low,105,35.3,0.0,monitored
2028,107,2021-08-29,flood,low,0.29,low,117,21.0,0.142,resolved
2029,107,2021-09-24,flood,low,0.396,low,157,5.4,0.309,resolved
2030,107,2021-10-23,water_contamination,medium,0.448,medium,111,14.5,0.416,resolved
2031,107,2021-12-05,water_contamination,medium,0.431,medium,174,13.2,0.357,monitored
2032,107,2022-03-30,water_contamination,low,0.215,low,106,4.9,0.0,monitored
2033,107,2022-08-21,flood,low,0.278,low,157,5.7,0.128,resolved
2034,107,2022-10-15,water_contamination,low,0.373,low,164,21.7,0.285,monitored
2035,107,2022-10-29,water_contamination,medium,0.429,medium,144,8.8,0.362,resolved
2036,107,2022-11-02,water_contamination,medium,0.493,medium,186,11.8,0.466,resolved
2037,107,2022-11-28,water_contamination,medium,0.43,medium,237,17.7,0.394,resolved
2038,107,2022-12-09,water_contamination,medium,0.488,medium,170,2.4,0.458,resolved
2039,107,2023-01-21,water_contamination,low,0.349,low,86,22.9,0.225,resolved
2040,107,2023-08-28,flood,low,0.356,low,91,12.9,0.259,resolved
2041,107,2023-12-29,water_contamination,medium,0.494,medium,269,16.4,0.507,resolved
2042,107,2024-01-10,water_contamination,medium,0.417,medium,143,18.0,0.374,resolved
2043,107,2024-06-17,flood,low,0.216,low,125,17.2,0.0,monitored
2044,107,2024-08-21,flood,low,0.269,low,116,14.3,0.103,resolved
2045,107,2024-09-24,flood,medium,0.556,medium,295,1.0,0.575,resolved
2046,107,2024-09-25,flood,low,0.371,low,83,11.6,0.269,resolved
2047,108,2020-01-20,heat_wave,low,0.198,low,28,15.8,0.084,resolved
2048,108,2020-02-09,heat_wave,low,0.144,low,37,14.6,0.0,resolved
2049,108,2020-07-08,vector_borne_disease,low,0.149,low,24,20.2,0.0,resolved
2050,108,2020-07-30,vector_borne_disease,low,0.155,low,42,11.7,0.0,resolved
2051,108,2020-10-01,vector_borne_disease,low,0.357,low,61,27.2,0.354,resolved
2052,108,2020-10-11,vector_borne_disease,medium,0.437,medium,75,22.9,0.516,monitored
2053,108,2020-10-17,vector_borne_disease,low,0.271,low,29,15.1,0.22,monitored
2054,108,2021-04-22,heat_wave,low,0.136,low,27,17.4,0.0,monitored
2055,108,2021-08-29,vector_borne_disease,low,0.132,low,20,15.4,0.0,resolved
2056,108,2021-09-10,vector_borne_disease,low,0.136,low,22,27.1,0.0,resolved
2057,108,2021-09-11,vector_borne_disease,low,0.197,low,25,8.4,0.106,monitored
2058,108,2021-10-05,vector_borne_disease,low,0.343,low,88,24.5,0.384,monitored
2059,108,2021-10-09,vector_borne_disease,low,0.305,low,32,5.7,0.292,monitored
2060,108,2021-10-28,vector_borne_disease,low,0.33,low,70,24.1,0.303,monitored
2061,108,2021-11-29,heat_wave,low,0.162,low,43,11.2,0.0,resolved
2062,108,2022-02-21,heat_wave,low,0.149,low,37,18.2,0.0,resolved
2063,108,2022-03-18,heat_wave,low,0.317,low,60,20.6,0.327,resolved
2064,108,2022-11-20,heat_wave,low,0.333,low,42,26.2,0.332,resolved
2065,108,2022-12-04,heat_wave,low,0.294,low,37,10.9,0.225,resolved
2066,108,2023-03-04,heat_wave,low,0.131,low,28,20.3,0.0,monitored
2067,108,2023-08-02,vector_borne_disease,low,0.121,low,15,29.6,0.0,resolved
2068,108,2023-08-15,vector_borne_disease,low,0.258,low,45,34.0,0.185,resolved
2069,108,2023-10-02,vector_borne_disease,low,0.367,low,73,22.3,0.42,resolved
2070,108,2024-03-13,heat_wave,low,0.163,low,24,23.5,0.0,monitored
2071,108,2024-06-26,heat_wave,low,0.132,low,24,24.3,0.0,monitored
2072,108,2024-10-25,vector_borne_disease,low,0.298,low,46,33.7,0.298,monitored
2073,109,2020-01-10,heat_wave,low,0.32,low,67,27.7,0.248,monitored
2074,109,2020-01-21,heat_wave,low,0.268,low,126,14.3,0.127,monitored
2075,109,2020-03-27,heat_wave,low,0.179,low,91,21.2,0.0,resolved
2076,109,2020-04-20,heat_wave,low,0.151,low,65,13.8,0.0,resolved
2077,109,2020-05-07,heat_wave,low,0.161,low,39,11.5,0.0,monitored
2078,109,2020-09-28,flood,medium,0.404,medium,151,12.2,0.366,resolved
2079,109,2020-11-03,heat_wave,medium,0.417,medium,208,20.4,0.385,monitored
2080,109,2021-08-28,flood,low,0.307,low,90,19.5,0.212,resolved
2081,109,2022-03-16,heat_wave,low,0.167,low,87,23.1,0.0,resolved
2082,109,2022-05-27,heat_wave,low,0.138,low,50,14.1,0.0,resolved
2083,109,2022-07-21,flood,low,0.176,low,55,30.3,0.0,resolved
2084,109,2022-08-04,flood,low,0.23,low,116,13.2,0.102,monitored
2085,109,2022-11-23,heat_wave,low,0.393,low,144,8.0,0.355,resolved
2086,109,2023-01-27,heat_wave,low,0.226,low,110,17.0,0.094,resolved
2087,109,2023-02-24,heat_wave,low,0.162,low,74,14.2,0.0,monitored
2088,109,2023-06-24,flood,low,0.164,low,30,2.5,0.0,monitored
2089,109,2023-09-21,flood,low,0.395,low,200,9.1,0.348,resolved
2090,109,2023-10-10,vector_borne_disease,low,0.383,low,194,28.9,0.347,resolved
2091,109,2023-10-21,vector_borne_disease,low,0.395,low,100,8.6,0.376,resolved
2092,109,2023-10-28,vector_borne_disease,low,0.397,low,119,14.8,0.377,monitored
2093,109,2024-01-21,heat_wave,low,0.268,low,90,16.9,0.147,resolved
2094,109,2024-04-05,heat_wave,low,0.16,low,37,30.4,0.0,resolved
2095,109,2024-09-21,flood,low,0.292,low,143,9.4,0.202,resolved
2096,109,2024-09-26,flood,medium,0.413,medium,134,26.0,0.367,monitored
2097,109,2024-10-22,vector_borne_disease,low,0.355,low,156,29.7,0.295,active
2098,110,2020-04-18,heat_wave,low,0.149,low,31,10.2,0.0,monitored
2099,110,2020-06-22,flood,low,0.158,low,49,20.6,0.0,monitored
2100,110,2020-06-26,flood,low,0.175,low,67,27.8,0.0,resolved
2101,110,2020-10-28,vector_borne_disease,medium,0.434,medium,167,4.2,0.42,monitored
2102,110,2020-11-30,heat_wave,medium,0.413,medium,193,1.8,0.394,resolved
2103,110,2020-12-05,heat_wave,low,0.372,low,169,18.6,0.304,resolved
2104,110,2021-01-11,heat_wave,low,0.242,low,69,15.6,0.142,monitored
2105,110,2021-04-05,heat_wave,low,0.172,low,68,21.7,0.0,resolved
2106,110,2021-05-17,heat_wave,low,0.17,low,75,15.3,0.0,resolved
2107,110,2022-07-20,flood,low,0.174,low,78,5.0,0.0,monitored
2108,110,2022-12-11,heat_wave,medium,0.409,medium,91,10.6,0.365,monitored
2109,110,2023-04-05,heat_wave,low,0.161,low,84,26.5,0.0,monitored
2110,110,2023-09-22,flood,low,0.336,low,137,10.7,0.29,resolved
2111,110,2023-11-19,heat_wave,medium,0.421,medium,174,9.1,0.408,resolved
2112,110,2023-11-20,heat_wave,medium,0.41,medium,94,12.6,0.38,resolved
2113,110,2023-12-24,heat_wave,low,0.345,low,129,11.9,0.27,resolved
2114,110,2024-01-26,heat_wave,low,0.261,low,126,19.7,0.163,monitored
2115,110,2024-01-31,heat_wave,low,0.228,low,65,20.0,0.102,resolved
2116,110,2024-02-21,heat_wave,low,0.187,low,92,6.7,0.005,resolved
2117,110,2024-08-14,flood,low,0.303,low,171,29.9,0.189,monitored
2118,110,2024-10-15,vector_borne_disease,low,0.397,low,105,24.9,0.372,active
2119,110,2024-10-22,vector_borne_disease,medium,0.442,medium,176,12.1,0.447,active
2120,110,2024-12-15,heat_wave,low,0.395,low,124,29.9,0.369,active
2121,110,2024-12-27,heat_wave,low,0.337,low,174,26.5,0.261,monitored
2122,111,2020-11-19,heat_wave,medium,0.428,medium,120,7.7,0.382,resolved
2123,111,2021-07-01,flood,low,0.194,low,82,9.6,0.0,resolved
2124,111,2021-08-25,flood,low,0.342,low,145,20.4,0.222,resolved
2125,111,2021-11-18,heat_wave,medium,0.439,medium,265,9.2,0.406,resolved
2126,111,2021-12-06,heat_wave,medium,0.47,medium,144,11.9,0.449,monitored
2127,111,2022-02-24,heat_wave,low,0.298,low,153,20.1,0.164,resolved
2128,111,2022-03-21,heat_wave,low,0.196,low,55,26.9,0.0,monitored
2129,111,2022-04-14,heat_wave,low,0.193,low,95,9.0,0.0,resolved
2130,111,2022-05-25,heat_wave,low,0.208,low,91,9.0,0.0,resolved
2131,111,2022-09-22,flood,medium,0.402,medium,197,24.3,0.336,monitored
2132,111,2022-12-14,heat_wave,medium,0.418,medium,250,15.5,0.352,resolved
